MovieID,sum,number_of_ratings,mean,stdev,var
1,2787,676,4.122781065088757,0.8613591083154432,0.7419395134779754
2,708,220,3.2181818181818183,0.9920397158589103,0.9841427978414273
3,535,172,3.11046511627907,1.0730651370022668,1.1514687882496935
4,116,44,2.6363636363636362,1.1430458919943125,1.3065539112050737
5,264,84,3.142857142857143,1.0770649222845554,1.1600688468158353
6,1258,323,3.8947368421052633,0.8676752917418553,0.7528604118993137
7,487,141,3.4539007092198584,1.0033883830370867,1.0067882472137792
8,66,24,2.75,0.9440891630699333,0.8913043478260871
9,90,33,2.727272727272727,1.0390117682420419,1.0795454545454546
10,1081,297,3.6397306397306397,0.874664372795511,0.7650377650377647
11,1252,326,3.8404907975460123,0.8623858166958285,0.7437092968381311
12,133,53,2.509433962264151,1.2499637150031129,1.5624092888243832
13,106,33,3.212121212121212,0.9272801544562921,0.859848484848485
14,162,47,3.4468085106382977,0.8290515963986873,0.6873265494912119
15,108,41,2.6341463414634148,1.1780513053550683,1.3878048780487804
16,947,248,3.818548387096774,0.9326178327378839,0.8697760219407076
17,983,246,3.9959349593495936,0.9280128758768722,0.861207897793263
18,177,50,3.54,1.0343093919941686,1.0697959183673469
19,407,154,2.642857142857143,1.2611778467598436,1.5905695611577955
20,131,49,2.673469387755102,0.9216777071831385,0.849489795918367
21,1665,461,3.6117136659436007,0.9572341794755945,0.9162972743563147
22,424,127,3.338582677165354,0.9362240306521478,0.8765154355705537
23,131,45,2.911111111111111,0.9492155187364464,0.9010101010101009
24,648,206,3.145631067961165,1.0721099960885543,1.149419843713
25,1207,337,3.5816023738872405,1.0965393815237299,1.202398615232444
26,110,30,3.6666666666666665,0.8840866447369843,0.7816091954022987
27,41,14,2.9285714285714284,1.2066664642907567,1.4560439560439562
28,189,47,4.0212765957446805,0.8965965042296647,0.8038852913968553
29,454,109,4.165137614678899,0.9079256115299511,0.8243289160720357
30,57,15,3.8,1.2649110640673518,1.6
31,140,44,3.1818181818181817,0.8963161628843808,0.8033826638477798
32,1929,491,3.928716904276986,1.014693169315986,1.02960222785652
33,10,3,3.3333333333333335,0.5773502691896258,0.33333333333333337
34,2187,569,3.843585237258348,1.043996153495822,1.089927968514072
35,43,13,3.3076923076923075,0.7510676161988106,0.5641025641025638
36,1268,326,3.8895705521472395,0.9115068502671836,0.8308447380840018
37,9,2,4.5,0.7071067811865476,0.5
38,22,9,2.4444444444444446,1.4240006242195884,2.0277777777777772
39,1652,457,3.614879649890591,0.975824907877927,0.9522342508349646
40,45,12,3.75,1.0552897060221726,1.1136363636363635
41,229,55,4.163636363636364,0.787956484125501,0.6208754208754209
42,193,69,2.7971014492753623,1.1058628537578237,1.2229326513213978
43,165,48,3.4375,0.8227160519448126,0.6768617021276596
44,284,99,2.8686868686868685,0.9651738200910106,0.9315605029890746
45,549,166,3.3072289156626504,1.0425241085831056,1.086856516976999
46,174,54,3.2222222222222223,1.0217754925778482,1.0440251572327044
47,1748,418,4.181818181818182,0.8952068182483935,0.8013952474384124
48,350,115,3.0434782608695654,1.0207608475331518,1.0419527078565982
49,34,10,3.4,1.1737877907772674,1.3777777777777778
50,2869,632,4.5395569620253164,0.7154742821473113,0.5119034484142104
52,457,124,3.685483870967742,0.8101684606901759,0.656372934697089
53,14,3,4.666666666666667,0.5773502691896258,0.3333333333333335
54,32,12,2.6666666666666665,0.8876253645985945,0.7878787878787878
55,32,12,2.6666666666666665,1.0730867399773196,1.1515151515151514
56,9,5,1.8,1.3038404810405297,1.7
57,100,30,3.3333333333333335,1.0283342182227606,1.0574712643678164
58,566,136,4.161764705882353,0.8184953515585018,0.6699346405228754
59,4,1,4.0,,
60,360,112,3.2142857142857144,1.0172261472991315,1.0347490347490345
61,92,29,3.1724137931034484,0.848063572298739,0.7192118226600985
62,643,169,3.804733727810651,0.9653404686139283,0.9318822203437588
63,127,40,3.175,1.1521996799878493,1.3275641025641025
64,61,24,2.5416666666666665,0.832970935693524,0.6938405797101448
65,109,52,2.0961538461538463,1.071184343348939,1.1474358974358974
66,43,27,1.5925925925925926,0.8883545402449344,0.7891737891737889
67,3,1,3.0,,
68,51,16,3.1875,0.6551081335677849,0.4291666666666666
69,432,114,3.789473684210526,0.9728498798282713,0.9464368886818819
70,997,318,3.1352201257861636,1.1956618939487007,1.4296073646409941
71,72,34,2.1176470588235294,1.037616904909863,1.0766488413547235
