MovieID,sum,number_of_ratings,mean,stdev,var
1,2918,703,4.150782361308677,0.8456500641006917,0.715124030913504
2,776,246,3.154471544715447,1.0264463788112594,1.0535921685747474
3,585,196,2.9846938775510203,1.0596421302826797,1.1228414442700156
4,152,55,2.7636363636363637,0.9993263724395542,0.9986531986531987
5,304,103,2.9514563106796117,1.0134259578736564,1.027032172092138
6,1189,316,3.7626582278481013,1.0129312596564641,1.026029736789231
7,552,164,3.3658536585365852,0.9068545398060821,0.822385156366901
8,73,23,3.1739130434782608,0.8868828923945565,0.7865612648221346
9,111,42,2.642857142857143,1.0317266742280096,1.0644599303135895
10,1014,288,3.5208333333333335,0.898847500562967,0.807926829268293
11,1320,352,3.75,0.9058216273156772,0.8205128205128215
12,143,64,2.234375,1.1648582923557016,1.3568948412698412
13,95,31,3.064516129032258,1.1528366137768682,1.3290322580645162
14,209,58,3.603448275862069,0.8773895726471551,0.7698124621899575
15,144,65,2.2153846153846155,1.2310095919141395,1.515384615384616
16,857,227,3.7753303964757707,0.8454507365170817,0.7147869478772758
17,1207,303,3.9834983498349836,0.9005470959462004,0.8109850720171351
18,183,60,3.05,0.9641893055563066,0.9296610169491527
19,297,123,2.4146341463414633,1.1229851120007293,1.2610955617752904
20,159,64,2.484375,0.8727294804415318,0.761656746031746
21,1636,454,3.60352422907489,0.9451098272181764,0.8932325855043712
22,388,119,3.2605042016806722,0.9339381251412568,0.8722404215923659
23,103,37,2.7837837837837838,0.8861632385092971,0.7852852852852854
24,699,223,3.1345291479820627,1.073774443996038,1.1529915565790003
25,1120,308,3.6363636363636362,1.1085582491542072,1.2289013917678413
26,117,34,3.4411764705882355,0.9595193389681276,0.9206773618538324
27,76,25,3.04,0.8888194417315589,0.79
28,244,61,4.0,0.8944271909999162,0.8000000000000005
29,577,143,4.034965034965035,1.00989880550498,1.0198955973603856
30,119,32,3.71875,1.0544643954588144,1.111895161290323
31,137,43,3.186046511627907,0.9821214635745071,0.964562569213732
32,1996,504,3.9603174603174605,0.9365627579692717,0.8771497996150085
33,2,1,2.0,,
34,2299,581,3.9569707401032703,1.0221042092955224,1.0446970146596248
35,96,29,3.310344827586207,0.9298021400838102,0.8645320197044335
36,1278,320,3.99375,0.8637374136560348,0.7460423197492162
37,13,4,3.25,0.9574271077563381,0.9166666666666666
38,28,11,2.5454545454545454,1.507556722888818,2.2727272727272725
39,1630,451,3.614190687361419,0.9367427959582867,0.8774870657797483
40,37,9,4.111111111111111,0.927960727138337,0.861111111111111
41,293,77,3.8051948051948052,0.8741757175967639,0.7641831852358172
42,226,78,2.8974358974358974,1.014053760066511,1.028305028305029
43,215,59,3.6440677966101696,0.9606519313754626,0.9228521332554064
44,348,127,2.7401574803149606,1.063183288601667,1.1303587051618553
45,671,197,3.4060913705583755,0.9936345629405465,0.987309644670051
46,180,60,3.0,0.9566892062149209,0.9152542372881356
